source_country,destination_country,gsv
Montenegro,Viet Nam,1300
Montenegro,Senegal,969
Montenegro,Germany,786
Montenegro,Spain,445
Montenegro,Netherlands,307
Montenegro,France,223
Montenegro,Italy,211
Montenegro,Tanzania,74
Montserrat,India,10136
Montserrat,Netherlands,235
Morocco,France,2405882
Morocco,Spain,720541
Morocco,Germany,192098
Morocco,Viet Nam,153756
Morocco,Italy,149717
Morocco,Belgium,133837
Morocco,Netherlands,31337
Morocco,Austria,18381
Morocco,Ghana,16759
Morocco,Portugal,9958
Morocco,Uganda,9235
Morocco,Kenya,8936
Morocco,Lithuania,6336
Morocco,Estonia,2828
Morocco,Luxembourg,2826
Morocco,Finland,1509
Morocco,India,644
Morocco,Malaysia,617
Morocco,Senegal,523
Morocco,Gabon,227
Morocco,Egypt,140
Morocco,Cameroon,105
Morocco,Tanzania,11
Mozambique,Tanzania,283386
Mozambique,Kenya,133196
Mozambique,Uganda,18851
Mozambique,India,16570
Mozambique,Mozambique,14737
Mozambique,South Africa,11556
Mozambique,Viet Nam,10765
Mozambique,Italy,2191
Mozambique,Pakistan,1565
Mozambique,"Congo, Democratic Republic of the",421
Mozambique,Ghana,95
Namibia,Tanzania,110302
Namibia,Uganda,20885
Namibia,Kenya,14806
Namibia,Ghana,13968
Namibia,Zimbabwe,4142
Namibia,Cameroon,1647
Namibia,Viet Nam,526
Namibia,Germany,364
Namibia,France,335
Namibia,Bangladesh,272
Namibia,Mozambique,94
Namibia,Sierra Leone,47
Nauru,Tanzania,246
Nauru,Kenya,25
Nepal,Uganda,24884
Nepal,Viet Nam,17891
Nepal,Kenya,9800
Nepal,Tanzania,425
Netherlands,Netherlands,33926486
Netherlands,Viet Nam,24020121
Netherlands,India,12648854
Netherlands,Kenya,9326155
Netherlands,Ghana,6517659
Netherlands,Belgium,4022505
Netherlands,Uganda,3500740
Netherlands,Spain,3140019
Netherlands,Tanzania,2431465
Netherlands,Lithuania,1800413
Netherlands,Germany,1632824
Netherlands,Senegal,1303699
Netherlands,Portugal,1238073
Netherlands,Bangladesh,1063848
Netherlands,Philippines,1019995
Netherlands,Cameroon,925699
Netherlands,Benin,843776
Netherlands,Mozambique,598159
Netherlands,France,459752
Netherlands,Italy,428258
Netherlands,C̫te d'Ivoire,401915
Netherlands,"Congo, Democratic Republic of the",388422
Netherlands,Egypt,313395
Netherlands,Brazil,259121
Netherlands,Liberia,242470
Netherlands,Austria,118961
Netherlands,Indonesia,111891
Netherlands,Latvia,90052
Netherlands,South Africa,89176
Netherlands,Malaysia,88733
Netherlands,Mali,69413
Netherlands,Mongolia,65724
Netherlands,Zimbabwe,51459
Netherlands,Luxembourg,49982
Netherlands,Sierra Leone,39083
Netherlands,Gabon,38898
Netherlands,Malawi,32849
Netherlands,Guinea,27467
Netherlands,Finland,26662
Netherlands,Ireland,22085
Netherlands,Gambia,21530
Netherlands,Bulgaria,19734
Netherlands,Rwanda,18662
Netherlands,Zambia,17968
Netherlands,Burkina Faso,17405
Netherlands,Estonia,15570
Netherlands,Guinea-Bissau,14451
Netherlands,Ethiopia,11089
Netherlands,Burundi,5707
Netherlands,Colombia,4635
Netherlands,Nigeria,4361
Netherlands,Tunisia,2553
Netherlands,Haiti,927
Netherlands,French Guiana,50
New Caledonia,Viet Nam,131267
New Caledonia,Kenya,564
New Caledonia,Tanzania,154
New Zealand,India,119681920
New Zealand,Viet Nam,35630623
New Zealand,Philippines,13526440
New Zealand,United Kingdom,4087045
New Zealand,Kenya,3337992
New Zealand,Bangladesh,3121936
New Zealand,Ghana,2095044
New Zealand,Malaysia,1756149
New Zealand,Uganda,1402204
New Zealand,South Africa,772845
New Zealand,Germany,551574
New Zealand,Spain,426117
New Zealand,Italy,371069
New Zealand,Tanzania,258718
New Zealand,France,235843
New Zealand,Portugal,222080
New Zealand,Egypt,193980
New Zealand,Netherlands,178042
New Zealand,Belgium,153456
New Zealand,Austria,90155
New Zealand,Lithuania,83851
New Zealand,Cameroon,66604
New Zealand,Benin,59128
New Zealand,Finland,57498
New Zealand,Latvia,44839
New Zealand,Zimbabwe,32341
New Zealand,Senegal,29943
New Zealand,Australia,12456
New Zealand,Ireland,10848
New Zealand,Estonia,7329
New Zealand,Malawi,6759
New Zealand,C̫te d'Ivoire,5654
New Zealand,Mozambique,3628
New Zealand,"Congo, Democratic Republic of the",2511
New Zealand,Cyprus,2167
New Zealand,Gabon,1970
New Zealand,Luxembourg,1920
New Zealand,Sierra Leone,736
New Zealand,Liberia,429
New Zealand,Burundi,128
New Zealand,Mali,124
New Zealand,Guinea,54
Nicaragua,Viet Nam,18278
Nicaragua,Spain,7063
Nicaragua,Tanzania,775
Nicaragua,Kenya,592
Niger,France,84845
Niger,Belgium,50981
Niger,India,43840
Niger,Germany,8408
Niger,C̫te d'Ivoire,3156
Niger,Spain,2998
Niger,Kenya,2053
Niger,Ghana,931
Niger,Viet Nam,182
Nigeria,Kenya,238295
Nigeria,Ghana,225394
Nigeria,Uganda,34490
Nigeria,Viet Nam,30591
Nigeria,Tanzania,21236
Nigeria,China,453
Nigeria,"Congo, Democratic Republic of the",31
Nigeria,India,2
North Macedonia,Viet Nam,17422
North Macedonia,Bangladesh,7957
North Macedonia,Kenya,5577
North Macedonia,Ghana,3922
North Macedonia,Indonesia,3747
North Macedonia,Cameroon,3673
North Macedonia,India,3070
North Macedonia,Mozambique,1800
North Macedonia,Tanzania,1181
North Macedonia,Uganda,6
Northern Mariana Islands,Philippines,3592474
Northern Mariana Islands,Ghana,48116
Northern Mariana Islands,Lithuania,3205
Norway,Viet Nam,9831674
Norway,India,6563694
Norway,Kenya,4430419
Norway,Ghana,2991764
Norway,Uganda,2339394
Norway,Spain,2086279
Norway,Germany,1403442
Norway,Lithuania,924792
Norway,Tanzania,905939
Norway,Belgium,741364
Norway,Philippines,699574
Norway,Italy,584921
Norway,Portugal,529063
Norway,Egypt,457353
Norway,Benin,418572
Norway,"Congo, Democratic Republic of the",411235
Norway,France,342380
Norway,Senegal,318655
Norway,Cameroon,309557
Norway,Liberia,294721
Norway,Netherlands,271077
Norway,Bangladesh,216904
Norway,C̫te d'Ivoire,208617
Norway,Malaysia,195090
Norway,Latvia,173144
Norway,Ireland,154984
Norway,Austria,132732
Norway,Mozambique,124859
Norway,Estonia,94589
Norway,Finland,77985
Norway,Rwanda,26829
Norway,South Africa,22677
Norway,Zimbabwe,14922
Norway,Mali,13022
Norway,Luxembourg,11095
Norway,Burundi,9088
Norway,Togo,8373
Norway,Indonesia,7980
Norway,Gabon,7331
Norway,Malawi,5983
Norway,Gambia,2922
Norway,Guinea-Bissau,2914
Norway,Zambia,2207
Norway,Sierra Leone,2167
Norway,Bulgaria,880
Norway,Colombia,735
Norway,Guinea,640
Norway,Mongolia,361
Norway,South Sudan,357
Norway,Tunisia,323
Norway,Ethiopia,158
Norway,Burkina Faso,93
Norway,Cyprus,12
Norway,United Kingdom,6
Oman,Bangladesh,45339602
Oman,Tanzania,26059967
Oman,Philippines,24617019
Oman,Kenya,19852109
Oman,Uganda,16599432
Oman,Thailand,9905277
Oman,India,6657635
Oman,Indonesia,4841332
Oman,Ghana,4629902
Oman,United Kingdom,4368724
Oman,Nigeria,2869765
Oman,Viet Nam,2430888
Oman,Malaysia,2230369
Oman,Rwanda,1946949
Oman,Canada,1502969
Oman,Turkey,1263680
Oman,China,906447
Oman,Sri Lanka,817690
Oman,Germany,776112
Oman,Pakistan,670589
Oman,Australia,630924
Oman,Morocco,470826
Oman,Belgium,399336
Oman,Ireland,390793
Oman,Cameroon,344502
Oman,United States of America,323577
Oman,Netherlands,259292
Oman,Italy,233812
Oman,Portugal,198193
Oman,Lithuania,179731
Oman,Nepal,168199
Oman,Singapore,161436
Oman,Austria,160648
Oman,France,149146
Oman,Spain,134764
Oman,Zambia,87646
Oman,Ethiopia,84264
Oman,United Arab Emirates,65036
Oman,Egypt,58718
Oman,Hungary,57487
Oman,Czechia,57335
Oman,Zimbabwe,32155
Oman,Benin,28511
Oman,Croatia,27898
Oman,Poland,23013
Oman,Finland,21625
Oman,Bulgaria,19370
Oman,Switzerland,15588
Oman,Latvia,13124
Oman,Estonia,11629
Oman,Slovenia,10422
Oman,Cyprus,9794
Oman,C̫te d'Ivoire,4741
Oman,Greece,4306
Oman,Mozambique,3180
Oman,Luxembourg,3104
Oman,Senegal,3055
Oman,Romania,2593
Oman,Tunisia,2454
Oman,Sierra Leone,2033
Oman,"Congo, Democratic Republic of the",1940
Oman,Sweden,1548
Oman,Norway,1334
Oman,Liberia,1302
Oman,Guinea-Bissau,1000
Oman,Malta,914
Oman,Burundi,874
Oman,Slovakia,723
Oman,Burkina Faso,720
Oman,Denmark,538
Oman,Togo,345
Oman,Hong Kong,254
Oman,South Africa,206
Oman,Bahrain,119
Oman,Gambia,3
Oman,Brazil,1
Oman,Madagascar,0
Pakistan,Pakistan,254272
Pakistan,Malaysia,210343
Pakistan,Germany,160107
Pakistan,Viet Nam,132000
Pakistan,France,88695
Pakistan,Kenya,85970
Pakistan,Italy,61551
Pakistan,Netherlands,48704
Pakistan,Belgium,47156
Pakistan,Portugal,47059
Pakistan,Egypt,38089
Pakistan,Spain,29560
Pakistan,Finland,15649
Pakistan,Lithuania,13609
Pakistan,Tanzania,9676
Pakistan,Austria,6214
Pakistan,Estonia,5396
Pakistan,Ghana,4355
Pakistan,Uganda,3931
Pakistan,Malta,2425
Pakistan,United Kingdom,644
Pakistan,Bangladesh,125
Palau,Philippines,985662
Palau,Viet Nam,1761
"Palestine, State of",India,2773
"Palestine, State of",Germany,425
"Palestine, State of",Belgium,349
"Palestine, State of",Spain,221
"Palestine, State of",Lithuania,209
"Palestine, State of",France,173
Panama,Spain,4642514
Panama,Portugal,407806
Panama,Colombia,234454
Panama,Italy,221617
Panama,Germany,156834
Panama,France,137604
Panama,Belgium,114545
Panama,Netherlands,100378
Panama,Lithuania,44959
Panama,Viet Nam,38046
Panama,Kenya,37310
Panama,Ghana,17122
Panama,Estonia,16357
Panama,Austria,12813
Panama,Mexico,10036
Panama,Luxembourg,9375
Panama,Egypt,6047
Panama,Finland,4885
Panama,Philippines,2495
Panama,Ireland,1822
Panama,Cameroon,1474
Panama,Latvia,598
Panama,South Africa,100
Panama,Malaysia,47
Panama,Tanzania,22
Panama,Ecuador,15
Panama,Peru,15
Panama,Paraguay,11
Panama,United States of America,10
Papua New Guinea,Kenya,59009
Papua New Guinea,Uganda,41090
Papua New Guinea,India,444
Papua New Guinea,Viet Nam,382
Papua New Guinea,Philippines,61
Paraguay,Belgium,286838
Paraguay,Lithuania,183714
Paraguay,Spain,162210
Paraguay,Germany,29540
Paraguay,Portugal,28568
Paraguay,Italy,23141
Paraguay,Viet Nam,9494
Paraguay,Netherlands,3466
Paraguay,France,2070
Paraguay,Kenya,1425
Paraguay,Uganda,495
Peru,Spain,47136266
Peru,Italy,4936950
Peru,Germany,3748431
Peru,France,3412691
Peru,Netherlands,1926049
Peru,Belgium,1020869
Peru,Portugal,920560
Peru,Austria,317350
Peru,Lithuania,198211
Peru,India,168221
Peru,Benin,131138
Peru,Finland,98177
Peru,Philippines,60551
Peru,Viet Nam,51681
Peru,Colombia,47086
Peru,Luxembourg,24868
Peru,C̫te d'Ivoire,17886
Peru,Tanzania,10393
Peru,Kenya,9098
Peru,Cameroon,9026
Peru,Egypt,7359
Peru,United Kingdom,7204
Peru,Ghana,5653
Peru,Mozambique,3570
Peru,Uganda,2553
Peru,Estonia,1653
Peru,Bulgaria,1461
Peru,Latvia,1293
Peru,Cyprus,1251
Peru,South Africa,284
Peru,Ireland,89
Peru,Malaysia,3
Philippines,Viet Nam,1289230
Philippines,Malaysia,552851
Philippines,Germany,295524
Philippines,Netherlands,216309
Philippines,Italy,208658
Philippines,Kenya,178949
Philippines,Finland,169888
Philippines,Uganda,155944
Philippines,Belgium,151495
Philippines,Philippines,149763
Philippines,Spain,143597
Philippines,France,129484
Philippines,Tanzania,92463
Philippines,Portugal,32571
Philippines,Austria,28532
Philippines,South Africa,26617
Philippines,Lithuania,23642
Philippines,Ghana,13690
Philippines,Egypt,3657
Philippines,India,1585
Philippines,Luxembourg,781
Philippines,Estonia,733
Philippines,Ireland,96
Philippines,Latvia,13
Philippines,United Arab Emirates,1
Poland,Viet Nam,32763697
Poland,Kenya,4258089
Poland,United Kingdom,4146818
Poland,Bangladesh,3850984
Poland,India,1852593
Poland,Uganda,1400091
Poland,Ghana,1184585
Poland,Rwanda,1152145
Poland,Tanzania,1088741
Poland,Philippines,967225
Poland,Cameroon,709921
Poland,Belgium,616563
Poland,Lithuania,598849
Poland,C̫te d'Ivoire,566144
Poland,Benin,524103
Poland,Germany,514774
Poland,Spain,279518
Poland,Italy,265281
Poland,Senegal,263995
Poland,Netherlands,231582
Poland,Egypt,181405
Poland,Portugal,112201
Poland,France,105125
Poland,Indonesia,92348
Poland,Mozambique,76687
Poland,Colombia,73510
Poland,Zimbabwe,66312
Poland,Austria,46631
Poland,South Africa,24752
Poland,Bulgaria,18496
Poland,Mali,18388
Poland,"Congo, Democratic Republic of the",8350
Poland,Finland,8003
Poland,Malaysia,7675
Poland,Mongolia,7077
Poland,Estonia,6253
Poland,Burundi,4512
Poland,Ireland,4193
Poland,Latvia,4055
Poland,Luxembourg,3046
Poland,Sierra Leone,1407
Poland,Liberia,1097
Poland,Gabon,1022
Poland,Malawi,478
Poland,Guinea,245
Poland,Zambia,204
Poland,Togo,189
Poland,Tunisia,121
Poland,Ethiopia,10
Poland,Turkey,2
Portugal,Mozambique,32980202
Portugal,Bangladesh,15087639
Portugal,Brazil,13996672
Portugal,India,13024829
Portugal,Portugal,10661413
Portugal,Belgium,8462025
Portugal,United Kingdom,4216036
Portugal,Senegal,3313841
Portugal,Spain,3242966
Portugal,Lithuania,2423875
Portugal,Germany,1962195
Portugal,France,1875292
Portugal,Viet Nam,1428687
Portugal,Netherlands,1102596
Portugal,Italy,824192
Portugal,Ghana,625928
Portugal,Kenya,598213
Portugal,Nepal,567101
Portugal,Benin,425726
Portugal,Philippines,378931
Portugal,Guinea-Bissau,342190
Portugal,C̫te d'Ivoire,277919
Portugal,Cameroon,249666
Portugal,Luxembourg,214004
Portugal,Uganda,155671
Portugal,Tanzania,90377
Portugal,Austria,68596
Portugal,South Africa,65234
Portugal,"Congo, Democratic Republic of the",45817
Portugal,Egypt,44201
Portugal,Latvia,40496
Portugal,Gambia,32474
Portugal,Estonia,30755
Portugal,Mali,27024
Portugal,Ireland,21033
Portugal,Finland,19692
Portugal,Gabon,17433
Portugal,Pakistan,13721
Portugal,Bulgaria,10277
Portugal,Mongolia,8196
Portugal,Colombia,8069
Portugal,Liberia,6953
Portugal,Indonesia,6850
Portugal,Zimbabwe,3851
Portugal,Nigeria,3418
Portugal,Malaysia,3088
Portugal,Burkina Faso,2822
Portugal,Haiti,2076
Portugal,Sri Lanka,1801
Portugal,Guinea,1534
Portugal,Togo,847
Portugal,Rwanda,312
Portugal,Malawi,292
Portugal,Sierra Leone,256
Portugal,Tunisia,242
Portugal,Zambia,147
Portugal,Ethiopia,1
Puerto Rico,Viet Nam,21701
Puerto Rico,Kenya,6394
Puerto Rico,Uganda,1556
Puerto Rico,Ghana,1261
Puerto Rico,Tanzania,636
Qatar,India,1364429345
Qatar,Kenya,199406963
Qatar,Bangladesh,191208238
Qatar,Uganda,100836860
Qatar,Malaysia,80500570
Qatar,Ghana,74195942
Qatar,Philippines,45528278
Qatar,Thailand,17414674
Qatar,Nigeria,8543471
Qatar,Nepal,7123914
Qatar,Tanzania,4248747
Qatar,Egypt,1710925
Qatar,Turkey,1350950
Qatar,United Kingdom,1219779
Qatar,France,1161591
Qatar,Pakistan,1122073
Qatar,Germany,1032572
Qatar,South Africa,759355
Qatar,Sri Lanka,691943
Qatar,Netherlands,690916
Qatar,Spain,683450
Qatar,Mozambique,670751
Qatar,Italy,508423
Qatar,Indonesia,495458
Qatar,Morocco,455294
Qatar,Cameroon,363584
Qatar,Senegal,330563
Qatar,Belgium,307546
Qatar,Lithuania,276136
Qatar,Portugal,260535
Qatar,Ethiopia,185961
Qatar,United States of America,167321
Qatar,Austria,155056
Qatar,Viet Nam,95033
Qatar,C̫te d'Ivoire,94245
Qatar,Finland,92014
Qatar,Rwanda,80679
Qatar,Zimbabwe,76802
Qatar,Greece,61804
Qatar,Tunisia,47318
Qatar,Ireland,46192
Qatar,Bulgaria,36926
Qatar,Romania,36605
Qatar,Slovakia,29159
Qatar,Benin,29064
Qatar,China,27613
Qatar,Poland,18502
Qatar,Mali,15616
Qatar,Norway,11689
Qatar,Croatia,10315
Qatar,Estonia,9556
Qatar,Burkina Faso,8760
Qatar,Switzerland,7154
Qatar,Latvia,5768
Qatar,Luxembourg,5515
Qatar,Cyprus,4742
Qatar,Bahrain,3956
Qatar,Sweden,2926
Qatar,Slovenia,2097
Qatar,Czechia,1358
Qatar,Malta,1105
Qatar,Sierra Leone,1056
Qatar,Hungary,1054
Qatar,Denmark,434
Qatar,Malawi,240
Qatar,Gambia,61
Qatar,"Korea, Republic of",41
Qatar,Burundi,27
Qatar,United Arab Emirates,2
Qatar,Canada,1
R̩union,Viet Nam,123698
R̩union,Bangladesh,34448
R̩union,Senegal,29052
R̩union,Tanzania,18844
R̩union,Mozambique,15623
R̩union,C̫te d'Ivoire,13380
R̩union,Benin,6263
R̩union,Kenya,5531
R̩union,Cameroon,5359
R̩union,India,2724
R̩union,Haiti,2550
R̩union,Burkina Faso,2119
R̩union,"Congo, Democratic Republic of the",2039
R̩union,Ghana,1964
R̩union,Mali,949
R̩union,Philippines,907
R̩union,France,583
R̩union,Brazil,1
Romania,Viet Nam,40483904
Romania,Bangladesh,5204749
Romania,Italy,2790927
Romania,Germany,2780510
Romania,Spain,2629662
Romania,Benin,659840
Romania,India,648452
Romania,Belgium,634049
Romania,Austria,576749
Romania,France,565978
Romania,Uganda,321493
Romania,Kenya,285537
Romania,Philippines,244381
Romania,Netherlands,238242
Romania,Ghana,211786
Romania,Lithuania,206679
Romania,Portugal,180334
Romania,Tanzania,161993
Romania,Finland,46954
Romania,Luxembourg,37057
Romania,Cameroon,36940
Romania,Ireland,31978
Romania,Mongolia,9420
Romania,C̫te d'Ivoire,8846
Romania,Bulgaria,7092
Romania,Rwanda,6937
Romania,Indonesia,6429
Romania,Cyprus,2685
Romania,Egypt,2323
Romania,Malaysia,1665
Romania,Latvia,1542
Romania,Zambia,1128
Romania,South Africa,964
Romania,Estonia,815
Romania,Ethiopia,769
Romania,Tunisia,573
Romania,Colombia,485
Romania,Burundi,231
Romania,Senegal,207
Romania,Sierra Leone,196
Romania,Togo,159
Russian Federation,Indonesia,3018096
Russian Federation,Germany,2143126
Russian Federation,India,2071039
Russian Federation,Spain,862374
Russian Federation,France,683218
Russian Federation,Benin,634041
Russian Federation,Cameroon,575629
Russian Federation,Italy,538835
Russian Federation,United Kingdom,444261
Russian Federation,Latvia,340169
Russian Federation,Tanzania,215298
Russian Federation,Lithuania,208351
Russian Federation,Estonia,160302
Russian Federation,Netherlands,156942
Russian Federation,Kenya,136775
Russian Federation,Ghana,136342
Russian Federation,Belgium,130199
Russian Federation,Austria,126558
Russian Federation,Bangladesh,120321
Russian Federation,C̫te d'Ivoire,117445
Russian Federation,Senegal,93576
Russian Federation,Portugal,90736
Russian Federation,Finland,76243
Russian Federation,Viet Nam,70321
Russian Federation,Uganda,47539
Russian Federation,Malaysia,36085
Russian Federation,Rwanda,25913
Russian Federation,Bulgaria,9964
Russian Federation,Ireland,7884
Russian Federation,Luxembourg,6597
Russian Federation,Cyprus,1301
Russian Federation,"Congo, Democratic Republic of the",624
Russian Federation,Sierra Leone,220
Russian Federation,Guinea,178
Russian Federation,Zimbabwe,113
Russian Federation,Gabon,113
Russian Federation,Guinea-Bissau,51
Russian Federation,Burundi,23
Russian Federation,Colombia,2
Rwanda,Uganda,126912
Rwanda,India,92441
Rwanda,Kenya,85883
Rwanda,Benin,39428
Rwanda,France,11585
Rwanda,Tanzania,7896
Rwanda,Netherlands,6498
Rwanda,Ghana,5964
Rwanda,Germany,5030
Rwanda,Belgium,733
Rwanda,Senegal,335
Rwanda,Philippines,308
Rwanda,"Congo, Democratic Republic of the",170
Rwanda,Mozambique,72
Saint Kitts and Nevis,India,7910
Saint Kitts and Nevis,Kenya,2992
Saint Kitts and Nevis,Philippines,2109
Saint Kitts and Nevis,Ghana,224
Saint Kitts and Nevis,Uganda,181
Saint Kitts and Nevis,Spain,176
Saint Lucia,India,678524
Saint Lucia,France,25884
Saint Lucia,Kenya,18761
Saint Lucia,Germany,16067
Saint Lucia,Austria,12951
Saint Lucia,Malaysia,7885
Saint Lucia,Ghana,7408
Saint Lucia,Viet Nam,1815
Saint Lucia,Netherlands,326
Saint Martin (French part),France,7753
Saint Vincent and the Grenadines,India,137270
Saint Vincent and the Grenadines,Ghana,5776
Saint Vincent and the Grenadines,Viet Nam,678
Saint Vincent and the Grenadines,Kenya,583
Samoa,India,231749
Samoa,Germany,614
Samoa,France,108
Samoa,Tanzania,51
Samoa,Philippines,36
San Marino,Ghana,308
Saudi Arabia,India,2478180376
Saudi Arabia,Bangladesh,505853212
Saudi Arabia,Philippines,407864778
Saudi Arabia,Malaysia,202175964
Saudi Arabia,Uganda,184657372
Saudi Arabia,United Kingdom,150021245
Saudi Arabia,Egypt,73553370
Saudi Arabia,Ghana,26200926
Saudi Arabia,Kenya,26022010
Saudi Arabia,Pakistan,16087300
Saudi Arabia,Spain,9613433
Saudi Arabia,France,8225309
Saudi Arabia,Germany,7379526
Saudi Arabia,Italy,3891104
Saudi Arabia,Tanzania,3650269
Saudi Arabia,Lithuania,3410231
Saudi Arabia,Belgium,2956063
Saudi Arabia,Ireland,2832540
Saudi Arabia,Netherlands,2448210
Saudi Arabia,Portugal,2349948
Saudi Arabia,Cameroon,2237091
Saudi Arabia,Benin,1856668
Saudi Arabia,Senegal,1739652
Saudi Arabia,Mozambique,1637536
Saudi Arabia,Austria,1238759
Saudi Arabia,C̫te d'Ivoire,1179193
Saudi Arabia,Finland,869293
Saudi Arabia,Indonesia,437989
Saudi Arabia,Bulgaria,380865
Saudi Arabia,Sri Lanka,322014
Saudi Arabia,Cyprus,266190
Saudi Arabia,Nepal,256184
Saudi Arabia,Latvia,254846
Saudi Arabia,Ethiopia,192201
Saudi Arabia,Malta,189034
Saudi Arabia,Viet Nam,148661
Saudi Arabia,Poland,142668
Saudi Arabia,Thailand,114039
Saudi Arabia,Luxembourg,99423
Saudi Arabia,South Africa,87753
Saudi Arabia,Gabon,86821
Saudi Arabia,Mali,75894
Saudi Arabia,Estonia,69177
Saudi Arabia,"Congo, Democratic Republic of the",35254
Saudi Arabia,Zimbabwe,32705
Saudi Arabia,Morocco,32611
Saudi Arabia,Liberia,26216
Saudi Arabia,Guinea,24103
Saudi Arabia,Switzerland,20616
Saudi Arabia,Burkina Faso,20476
Saudi Arabia,China,15016
Saudi Arabia,Greece,11691
Saudi Arabia,Tunisia,11238
Saudi Arabia,Malawi,10113
Saudi Arabia,United States of America,9434
Saudi Arabia,Canada,7919
Saudi Arabia,Hungary,5967
Saudi Arabia,Burundi,4617
Saudi Arabia,Sierra Leone,4506
Saudi Arabia,Guinea-Bissau,3669
Saudi Arabia,Czechia,3571
Saudi Arabia,Mongolia,2794
Saudi Arabia,Slovakia,2720
Saudi Arabia,Sweden,523
Saudi Arabia,Zambia,254
Saudi Arabia,Slovenia,39
Saudi Arabia,Rwanda,16
Saudi Arabia,Colombia,12
Saudi Arabia,United Arab Emirates,8
Saudi Arabia,Denmark, -   
Senegal,France,1094194
Senegal,India,426069
Senegal,Senegal,50601
Senegal,Kenya,50396
Senegal,Portugal,44850
Senegal,Netherlands,37221
Senegal,Uganda,24493
Senegal,Italy,24457
Senegal,Belgium,24062
Senegal,Spain,21197
Senegal,Malaysia,20595
Senegal,Benin,19878
Senegal,Germany,14754
Senegal,Viet Nam,9806
Senegal,Finland,6518
Senegal,Tanzania,6021
Senegal,Ghana,5777
Senegal,Cameroon,5116
Senegal,Philippines,2634
Senegal,Lithuania,2147
Senegal,Guinea,827
Senegal,C̫te d'Ivoire,230
Senegal,"Congo, Democratic Republic of the",95
Senegal,Liberia,15
Senegal,Mali,10
Serbia,India,21990404
Serbia,Bangladesh,613556
Serbia,Kenya,254030
Serbia,Ghana,249362
Serbia,Viet Nam,76720
Serbia,Tanzania,74926
Serbia,Cameroon,22869
Serbia,Indonesia,13812
Serbia,Rwanda,6818
Serbia,Zambia,6598
Serbia,C̫te d'Ivoire,5612
Serbia,Italy,5215
Serbia,Uganda,3656
Serbia,Mozambique,3090
Serbia,Benin,1629
Serbia,Senegal,1588
Serbia,Germany,590
Serbia,Togo,137
Serbia,France,106
Serbia,Colombia,74
Seychelles,Kenya,2231764
Seychelles,Ghana,1147231
Seychelles,India,581824
Seychelles,Philippines,497866
Seychelles,Tanzania,492916
Seychelles,Uganda,431016
Seychelles,Bangladesh,135137
Seychelles,Indonesia,84917
Seychelles,Nigeria,16713
Seychelles,Italy,6399
Seychelles,Thailand,3485
Seychelles,Malaysia,1495
Seychelles,France,1368
Seychelles,South Africa,1095
Seychelles,Rwanda,999
Seychelles,Zimbabwe,416
Seychelles,Pakistan,335
Seychelles,Germany,282
Seychelles,United Kingdom,277
Seychelles,Poland,224
Seychelles,Senegal,189
Seychelles,Ethiopia,99
Sierra Leone,India,208035
Sierra Leone,Bangladesh,50941
Sierra Leone,Italy,47177
Sierra Leone,Germany,35357
Sierra Leone,Ghana,30603
Sierra Leone,Viet Nam,11872
Sierra Leone,Belgium,4809
Sierra Leone,Netherlands,2968
Sierra Leone,France,2777
Sierra Leone,Benin,2657
Sierra Leone,C̫te d'Ivoire,1373
Sierra Leone,Nigeria,1370
Sierra Leone,Malaysia,1309
Sierra Leone,Uganda,1172
Sierra Leone,Liberia,1093
Sierra Leone,Tanzania,656
Sierra Leone,Spain,298
Sierra Leone,Malawi,54
Sierra Leone,United States of America,30
Sierra Leone,Turkey,5
Sierra Leone,United Arab Emirates,4
Sierra Leone,Senegal,0
Singapore,Viet Nam,93619361
Singapore,Malaysia,49493089
Singapore,India,47978336
Singapore,United Kingdom,41572026
Singapore,Bangladesh,31223283
Singapore,Kenya,11958315
Singapore,Ghana,7761475
Singapore,Uganda,3461737
Singapore,Philippines,2708549
Singapore,Thailand,2214517
Singapore,Tanzania,405374
Singapore,Germany,349718
Singapore,Morocco,312678
Singapore,France,242498
Singapore,Belgium,242029
Singapore,Italy,220180
Singapore,Spain,193226
Singapore,Egypt,186546
Singapore,South Africa,171100
Singapore,Indonesia,151999
Singapore,Portugal,148630
Singapore,Lithuania,132642
Singapore,Sri Lanka,95382
Singapore,Netherlands,73810
Singapore,Ireland,72167
Singapore,Austria,66404
Singapore,Nepal,46938
Singapore,Poland,43997
Singapore,Cameroon,37355
Singapore,Greece,35740
Singapore,Luxembourg,27625
Singapore,Finland,26445
Singapore,Ethiopia,24792
Singapore,Mongolia,20813
Singapore,Rwanda,19806
Singapore,Zimbabwe,14575
Singapore,Cyprus,13699
Singapore,Benin,10741
Singapore,Sierra Leone,9255
Singapore,Pakistan,8833
Singapore,Estonia,5437
Singapore,Czechia,4303
Singapore,Croatia,4131
Singapore,United States of America,3703
Singapore,Togo,3698
Singapore,C̫te d'Ivoire,3316
Singapore,Senegal,3058
Singapore,Latvia,2948
Singapore,Malawi,2567
Singapore,Slovakia,2524
Singapore,Malta,1994
Singapore,Mozambique,750
Singapore,Mali,482
Singapore,Gabon,415
Singapore,Liberia,300
Singapore,Burundi,216
Singapore,Guinea,139
Singapore,Colombia,138
